Street_One,Street_Two,response,latitude,longitude
MISSION ST,PLUM ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:41.280+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_hU23TpJHuAZe0TuwvqgVJA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77097, 'Longitude': -122.41915}, 'NavigationPosition': [{'Latitude': 37.77097, 'Longitude': -122.41915}], 'MapView': {'TopLeft': {'Latitude': 37.77104, 'Longitude': -122.41967}, 'BottomRight': {'Latitude': 37.77087, 'Longitude': -122.41791}}, 'Address': {'Label': 'Plum St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Plum St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77097,-122.41915
MISSION ST,THE EMBARCADERO,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:41.763+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.89, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_PZkJb5gtErGrR6tUrowKdD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79355, 'Longitude': -122.39282}, 'NavigationPosition': [{'Latitude': 37.79355, 'Longitude': -122.39282}], 'MapView': {'TopLeft': {'Latitude': 37.79387, 'Longitude': -122.39319}, 'BottomRight': {'Latitude': 37.79325, 'Longitude': -122.39246}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Embarcadero', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.79355,-122.39282
MISSION ST,19TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:42.251+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_p3y139D68zu82bsYaac1uC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76038, 'Longitude': -122.41667}, 'NavigationPosition': [{'Latitude': 37.76038, 'Longitude': -122.41667}], 'MapView': {'TopLeft': {'Latitude': 37.76065, 'Longitude': -122.42064}, 'BottomRight': {'Latitude': 37.76016, 'Longitude': -122.41002}}, 'Address': {'Label': '19th St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '19th St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76038,-122.41667
MISSION ST,APPLETON AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:42.705+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_c-1RZLcBWQHzyqe1J.vGbD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73824, 'Longitude': -122.42245}, 'NavigationPosition': [{'Latitude': 37.73824, 'Longitude': -122.42245}], 'MapView': {'TopLeft': {'Latitude': 37.73887, 'Longitude': -122.42395}, 'BottomRight': {'Latitude': 37.73764, 'Longitude': -122.42094}}, 'Address': {'Label': 'Appleton Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Appleton Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.73824,-122.42245
MISSION ST,OCEAN AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:43.129+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_tDvHc.8YP5QJFBtlmnaBUA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72344, 'Longitude': -122.44011}, 'NavigationPosition': [{'Latitude': 37.72344, 'Longitude': -122.44011}], 'MapView': {'TopLeft': {'Latitude': 37.72389, 'Longitude': -122.44771}, 'BottomRight': {'Latitude': 37.7229, 'Longitude': -122.43541}}, 'Address': {'Label': 'Ocean Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Ocean Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72344,-122.44011
MISSION ST,GODEUS ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:43.572+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_e67A63sNQ-x1NqGU1Kq7mC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7426, 'Longitude': -122.42113}, 'NavigationPosition': [{'Latitude': 37.7426, 'Longitude': -122.42113}], 'MapView': {'TopLeft': {'Latitude': 37.74283, 'Longitude': -122.42171}, 'BottomRight': {'Latitude': 37.74237, 'Longitude': -122.42056}}, 'Address': {'Label': 'Godeus St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Godeus St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.7426,-122.42113
MISSION ST,POPE ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:43.996+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_FQjUkQ2nJwcbgCdeMiw8GD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71182, 'Longitude': -122.44024}, 'NavigationPosition': [{'Latitude': 37.71182, 'Longitude': -122.44024}], 'MapView': {'TopLeft': {'Latitude': 37.71543, 'Longitude': -122.44183}, 'BottomRight': {'Latitude': 37.7083299, 'Longitude': -122.43949}}, 'Address': {'Label': 'Pope St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Pope St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_EwMC9eEup2RgPxRJ85dwhB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79913, 'Longitude': -122.47455}, 'NavigationPosition': [{'Latitude': 37.79913, 'Longitude': -122.47455}], 'MapView': {'TopLeft': {'Latitude': 37.79923, 'Longitude': -122.47498}, 'BottomRight': {'Latitude': 37.79869, 'Longitude': -122.47436}}, 'Address': {'Label': 'Pope St, San Francisco, CA 94129, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Presidio', 'Street': 'Pope St', 'PostalCode': '94129', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71182,-122.44024
MISSION ST,FARRAGUT AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:44.430+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_k3HRNz69ZK5eC03XJ0sOZD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71121, 'Longitude': -122.45091}, 'NavigationPosition': [{'Latitude': 37.71121, 'Longitude': -122.45091}], 'MapView': {'TopLeft': {'Latitude': 37.7124499, 'Longitude': -122.45246}, 'BottomRight': {'Latitude': 37.70994, 'Longitude': -122.44939}}, 'Address': {'Label': 'Farragut Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Farragut Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71121,-122.45091
MISSION ST,11TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:44.867+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_QnEsZmDb-oLMa.J0DKo63D', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76939, 'Longitude': -122.4109}, 'NavigationPosition': [{'Latitude': 37.76939, 'Longitude': -122.4109}], 'MapView': {'TopLeft': {'Latitude': 37.76946, 'Longitude': -122.41098}, 'BottomRight': {'Latitude': 37.76931, 'Longitude': -122.41082}}, 'Address': {'Label': '11th St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '11th St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76939,-122.4109
MISSION ST,EUGENIA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:45.291+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_tv9dyIHWwl-ze1UPrIMYTD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74047, 'Longitude': -122.4171}, 'NavigationPosition': [{'Latitude': 37.74047, 'Longitude': -122.4171}], 'MapView': {'TopLeft': {'Latitude': 37.74222, 'Longitude': -122.42208}, 'BottomRight': {'Latitude': 37.74021, 'Longitude': -122.41179}}, 'Address': {'Label': 'Eugenia Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Eugenia Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74047,-122.4171
MISSION ST,04TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:45.712+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.89, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_nVA8lLBOrO2hnBsUX1-dSA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77069, 'Longitude': -122.39124}, 'NavigationPosition': [{'Latitude': 37.77069, 'Longitude': -122.39124}], 'MapView': {'TopLeft': {'Latitude': 37.77478, 'Longitude': -122.39211}, 'BottomRight': {'Latitude': 37.76421, 'Longitude': -122.39044}}, 'Address': {'Label': '4th St, San Francisco, CA 94158, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Bay', 'Street': '4th St', 'PostalCode': '94158', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77069,-122.39124
MISSION ST,FRANCE AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:46.134+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_tmhWyOyAd.1xw4BDs7CieC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71815, 'Longitude': -122.43442}, 'NavigationPosition': [{'Latitude': 37.71815, 'Longitude': -122.43442}], 'MapView': {'TopLeft': {'Latitude': 37.72005, 'Longitude': -122.43835}, 'BottomRight': {'Latitude': 37.71638, 'Longitude': -122.43043}}, 'Address': {'Label': 'France Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'France Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71815,-122.43442
MISSION ST,LASKIE ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:46.579+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_Vhw6BKHMyY2-Hd.YfQR.iB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77701, 'Longitude': -122.41449}, 'NavigationPosition': [{'Latitude': 37.77701, 'Longitude': -122.41449}], 'MapView': {'TopLeft': {'Latitude': 37.77732, 'Longitude': -122.41486}, 'BottomRight': {'Latitude': 37.77672, 'Longitude': -122.41412}}, 'Address': {'Label': 'Laskie St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Laskie St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77701,-122.41449
MISSION ST,29TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:47.031+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_oVyRqpxrTBuHC2vOQQrxpD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74399, 'Longitude': -122.42183}, 'NavigationPosition': [{'Latitude': 37.74399, 'Longitude': -122.42183}], 'MapView': {'TopLeft': {'Latitude': 37.7440799, 'Longitude': -122.42275}, 'BottomRight': {'Latitude': 37.74393, 'Longitude': -122.42092}}, 'Address': {'Label': '29th St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '29th St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74399,-122.42183
MISSION ST,RUSSIA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:47.447+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_Y0WNOspVXc7O5NbVllpzfD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71913, 'Longitude': -122.43202}, 'NavigationPosition': [{'Latitude': 37.71913, 'Longitude': -122.43202}], 'MapView': {'TopLeft': {'Latitude': 37.72157, 'Longitude': -122.43718}, 'BottomRight': {'Latitude': 37.71667, 'Longitude': -122.42687}}, 'Address': {'Label': 'Russia Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Russia Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71913,-122.43202
MISSION ST,ONONDAGA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:47.862+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_LALcyAa2hZwhLn1hR2GSnD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72216, 'Longitude': -122.44002}, 'NavigationPosition': [{'Latitude': 37.72216, 'Longitude': -122.44002}], 'MapView': {'TopLeft': {'Latitude': 37.72317, 'Longitude': -122.44254}, 'BottomRight': {'Latitude': 37.72115, 'Longitude': -122.4375}}, 'Address': {'Label': 'Onondaga Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Onondaga Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72216,-122.44002
MISSION ST,ANNIE ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:48.288+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_pHnMnXMQOUSYr2iDDvNtrA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78746, 'Longitude': -122.40201}, 'NavigationPosition': [{'Latitude': 37.78746, 'Longitude': -122.40201}], 'MapView': {'TopLeft': {'Latitude': 37.78806, 'Longitude': -122.4028}, 'BottomRight': {'Latitude': 37.78685, 'Longitude': -122.40123}}, 'Address': {'Label': 'Annie St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Annie St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78746,-122.40201
MISSION ST,21ST ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:48.739+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_kcrlTYL-P2dmNaf5RwYSND', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.75726, 'Longitude': -122.41535}, 'NavigationPosition': [{'Latitude': 37.75726, 'Longitude': -122.41535}], 'MapView': {'TopLeft': {'Latitude': 37.75759, 'Longitude': -122.4211}, 'BottomRight': {'Latitude': 37.75691, 'Longitude': -122.4096}}, 'Address': {'Label': '21st St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '21st St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.75726,-122.41535
